회계년도,회사명,거래소코드,정상영업이익증가율(IFRS연결),순이익증가율(IFRS연결),1주당순이익(IFRS연결)(원),부채비율(IFRS연결),매출액정상영업이익률(IFRS연결),PER(최고)(IFRS),PER(최저)(IFRS),PBR(최고)(IFRS),PBR(최저)(IFRS),PCR(최고)(IFRS),PCR(최저)(IFRS)
2019/12,(주)엘에스네트웍스,680,-660.68,-523.85,-940.0,124.89,-5.35,0.0,0.0,0.7,0.41,0.0,0.0
2020/12,(주)엘에스네트웍스,680,0.0,0.0,-336.0,149.06,-9.64,0.0,0.0,0.59,0.19,12.45,4.0
2021/12,(주)엘에스네트웍스,680,0.0,0.0,818.0,136.51,1.1,8.32,3.29,0.95,0.38,29.65,11.74
2022/12,(주)엘에스네트웍스,680,86.03,0.0,-33.0,135.64,2.21,70.88,36.99,0.65,0.34,0.0,0.0
2007/12,(주)엘에프,93050,0.0,0.0,2248.0,29.55,12.43,18.06,8.7,2.81,1.35,22.28,10.73
2008/12,(주)엘에프,93050,0.0,0.0,2486.0,26.98,12.94,12.97,5.81,1.96,0.88,8.9,3.99
2009/12,(주)엘에프,93050,-12.25,-1.57,2447.0,35.58,10.07,13.08,5.93,1.83,0.83,18.54,8.4
2010/12,(주)엘에프,93050,0.0,0.0,3310.0,31.72,11.0,10.59,7.1,1.56,1.05,7.37,4.94
2011/12,(주)엘에프,93050,0.0,0.0,3293.0,42.16,8.95,14.8,7.43,2.08,1.05,0.0,0.0
2012/12,(주)엘에프,93050,-39.56,-36.97,2076.0,38.11,5.31,16.85,9.37,1.62,0.9,6.79,3.78
2013/12,(주)엘에프,93050,8.83,12.34,2332.0,41.16,5.7,11.63,8.65,1.11,0.83,5.17,3.85
2014/12,(주)엘에프,93050,12.89,19.31,2782.0,42.73,6.55,10.84,7.73,1.07,0.76,8.61,6.14
2015/12,(주)엘에프,93050,-22.57,-37.4,1742.0,44.94,4.72,19.37,13.65,1.13,0.8,17.31,12.2
2016/12,(주)엘에프,93050,6.61,1.45,1767.0,50.27,5.16,14.03,10.68,0.79,0.6,5.24,3.99
2017/12,(주)엘에프,93050,39.45,42.55,2519.0,44.55,6.88,13.41,7.91,0.94,0.56,9.16,5.41
2018/12,(주)엘에프,93050,8.5,13.0,2846.0,39.58,7.0,12.5,7.23,0.97,0.56,8.33,4.82
2019/12,(주)엘에프,93050,-26.76,-18.72,2313.0,73.7,4.73,10.9,6.72,0.69,0.42,6.49,4.0
2020/12,(주)엘에프,93050,-11.96,-74.41,605.0,75.3,4.79,13.59,6.53,0.46,0.22,3.29,1.58
2021/12,(주)엘에프,93050,106.14,585.4,4169.0,69.59,8.86,4.62,2.86,0.5,0.31,6.59,4.09
2022/12,(주)엘에프,93050,16.55,28.36,5351.0,55.96,9.41,3.82,2.7,0.42,0.29,20.35,14.4
2007/12,(주)엘엑스세미콘,108320,0.0,0.0,41517.0,57.42,10.92,0.0,0.0,0.0,0.0,0.0,0.0
2008/12,(주)엘엑스세미콘,108320,212.25,288.07,104656.0,47.05,16.9,0.0,0.0,0.0,0.0,0.0,0.0
2009/12,(주)엘엑스세미콘,108320,70.94,62.15,7193.0,25.84,19.12,0.0,0.0,0.0,0.0,0.0,0.0
2010/12,(주)엘엑스세미콘,108320,0.0,0.0,2688.0,18.19,14.66,0.0,0.0,0.0,0.0,0.0,0.0
2011/12,(주)엘엑스세미콘,108320,-33.65,-19.7,2046.0,21.53,8.29,0.0,0.0,0.0,0.0,0.0,0.0
2012/12,(주)엘엑스세미콘,108320,74.26,25.1,2628.0,31.45,9.22,0.0,0.0,0.0,0.0,0.0,0.0
2013/12,(주)엘엑스세미콘,108320,-23.68,-22.11,2048.0,25.91,8.1,0.0,0.0,0.0,0.0,0.0,0.0
2014/12,(주)엘엑스세미콘,108320,7.37,0.45,2033.0,25.97,9.13,0.0,0.0,0.0,0.0,0.0,0.0
2015/12,(주)엘엑스세미콘,108320,56.59,50.56,3018.0,33.21,10.43,0.0,0.0,0.0,0.0,0.0,0.0
2016/12,(주)엘엑스세미콘,108320,-9.42,4.6,3116.0,27.67,8.3,0.0,0.0,0.0,0.0,0.0,0.0
2017/12,(주)엘엑스세미콘,108320,-10.07,-7.13,2894.0,32.04,6.57,0.0,0.0,0.0,0.0,0.0,0.0
2018/12,(주)엘엑스세미콘,108320,22.57,4.03,3010.0,36.04,7.05,0.0,0.0,0.0,0.0,0.0,0.0
2019/12,(주)엘엑스세미콘,108320,-15.31,-21.29,2370.0,33.36,5.45,0.0,0.0,0.0,0.0,0.0,0.0
2020/12,(주)엘엑스세미콘,108320,99.4,88.2,4459.0,41.02,8.11,0.0,0.0,0.0,0.0,0.0,0.0
2021/12,(주)엘엑스세미콘,108320,292.27,308.7,18225.0,46.51,19.47,0.0,0.0,0.0,0.0,0.0,0.0
2022/12,(주)엘엑스세미콘,108320,-15.96,-21.16,14368.0,35.7,14.66,6.83,5.04,1.89,1.39,0.0,0.0
2007/12,(주)엘엑스인터내셔널,1120,0.0,0.0,1239.0,362.2,1.14,29.94,15.17,2.94,1.49,22.77,11.54
2008/12,(주)엘엑스인터내셔널,1120,107.36,-10.45,1110.0,557.13,1.84,19.6,7.29,1.64,0.61,7.91,2.94
2009/12,(주)엘엑스인터내셔널,1120,-10.4,117.82,2417.0,381.79,1.8,12.12,5.5,1.86,0.85,42.14,19.13
2010/12,(주)엘엑스인터내셔널,1120,24.53,241.63,8258.0,317.42,1.61,11.65,7.58,2.47,1.61,14.59,9.49
2011/12,(주)엘엑스인터내셔널,1120,-13.29,-22.38,6409.0,264.68,1.44,9.45,5.17,2.52,1.38,9.08,4.97
2012/12,(주)엘엑스인터내셔널,1120,2.37,-10.53,5735.0,206.85,1.61,7.03,3.86,2.09,1.14,4.97,2.73
2013/12,(주)엘엑스인터내셔널,1120,-52.17,-78.28,1246.0,202.26,0.81,61.5,32.46,1.62,0.85,0.0,0.0
2014/12,(주)엘엑스인터내셔널,1120,74.97,0.0,-341.0,212.85,1.51,0.0,0.0,0.97,0.62,4.48,2.86
2015/12,(주)엘엑스인터내셔널,1120,-52.5,0.0,-6090.0,248.83,0.62,0.0,0.0,1.45,0.77,20.53,10.9
2016/12,(주)엘엑스인터내셔널,1120,113.09,0.0,1504.0,214.66,1.45,26.88,17.68,1.33,0.88,49.57,32.62
2017/12,(주)엘엑스인터내셔널,1120,21.93,3.55,1557.0,213.32,1.65,21.76,16.45,1.2,0.91,17.13,12.95
2018/12,(주)엘엑스인터내셔널,1120,-21.95,-216.87,-1820.0,225.13,1.66,0.0,0.0,1.11,0.52,35.43,16.65
2019/12,(주)엘엑스인터내셔널,1120,-18.64,0.0,739.0,214.86,1.28,12.8,9.48,0.64,0.47,48.61,35.99
2020/12,(주)엘엑스인터내셔널,1120,18.59,941.42,7932.0,206.88,1.42,3.94,0.87,0.87,0.19,57.05,12.53
2021/12,(주)엘엑스인터내셔널,1120,0.0,0.0,9733.0,182.98,3.93,4.25,2.53,0.87,0.52,0.0,0.0
2022/12,(주)엘엑스인터내셔널,1120,47.14,47.18,14325.0,154.21,5.15,3.64,1.64,0.88,0.39,5.49,2.46
2009/12,(주)엘엑스하우시스,108670,,,,,,,,,,,
2010/12,(주)엘엑스하우시스,108670,0.0,0.0,4084.0,118.37,2.83,30.85,19.76,1.88,1.21,13.32,8.53
2011/12,(주)엘엑스하우시스,108670,13.89,14.08,4659.0,168.94,2.95,22.03,15.54,1.28,0.9,19.22,13.56
2012/12,(주)엘엑스하우시스,108670,-21.68,-37.75,2898.0,144.73,2.31,20.65,13.08,1.24,0.79,11.13,7.05
2013/12,(주)엘엑스하우시스,108670,102.33,152.74,7333.0,149.33,4.28,20.61,9.74,1.91,0.9,12.93,6.11
2014/12,(주)엘엑스하우시스,108670,27.9,-11.95,6456.0,147.82,5.19,38.9,24.03,2.82,1.74,14.7,9.08
2015/12,(주)엘엑스하우시스,108670,2.39,11.31,7187.0,156.58,5.42,29.55,19.06,2.4,1.55,41.64,26.86
2016/12,(주)엘엑스하우시스,108670,4.62,4.68,7524.0,143.86,5.36,20.41,11.58,1.75,0.99,10.7,6.07
2017/12,(주)엘엑스하우시스,108670,-15.29,-9.69,6794.0,162.02,4.08,19.43,14.67,1.24,0.94,44.68,33.74
2018/12,(주)엘엑스하우시스,108670,-47.08,-178.29,-5327.0,173.76,2.15,0.0,0.0,1.1,0.53,9.54,4.6
2019/12,(주)엘엑스하우시스,108670,-2.27,0.0,1154.0,180.09,2.16,0.0,0.0,0.81,0.6,2.28,1.69
2020/12,(주)엘엑스하우시스,108670,3.21,-766.86,-7733.0,184.92,2.34,0.0,0.0,1.09,0.39,2.11,0.76
2021/12,(주)엘엑스하우시스,108670,0.0,0.0,1306.0,195.04,1.94,0.0,0.0,1.52,0.74,11.7,5.71
2022/12,(주)엘엑스하우시스,108670,-77.79,0.0,-11783.0,218.45,0.41,0.0,0.0,1.04,0.47,10.73,4.81
2021/12,(주)엘엑스홀딩스,383800,,,,,,,,,,,
2022/12,(주)엘엑스홀딩스,383800,0.0,0.0,2190.0,1.49,67.07,10.16,7.83,0.88,0.68,11.35,8.75
2007/12,(주)엘지,3550,0.0,0.0,5267.0,146.62,6.65,17.72,5.32,3.0,0.9,81.31,24.4
2008/12,(주)엘지,3550,36.5,-1.11,5208.0,151.73,7.67,16.58,6.51,2.36,0.93,45.58,17.89
2009/12,(주)엘지,3550,-74.17,75.16,9115.0,39.63,22.35,54.72,24.3,2.16,0.96,50.33,22.35
2010/12,(주)엘지,3550,3.27,-4.31,8715.0,34.65,19.48,39.38,24.77,2.38,1.5,41.24,25.93
2011/12,(주)엘지,3550,-29.24,-36.01,5565.0,38.32,12.99,46.25,22.28,2.62,1.26,42.11,20.28
2012/12,(주)엘지,3550,-9.43,-4.86,5294.0,36.75,12.04,33.48,22.32,1.89,1.26,33.2,22.13
2013/12,(주)엘지,3550,-2.49,-3.72,5097.0,36.72,11.78,35.28,29.49,1.7,1.42,34.32,28.69
2014/12,(주)엘지,3550,-9.52,-5.75,4804.0,37.72,10.58,37.89,25.7,1.8,1.22,36.06,24.46
2015/12,(주)엘지,3550,8.99,11.8,5371.0,36.18,11.42,38.69,26.59,1.74,1.2,37.29,25.63
2016/12,(주)엘지,3550,18.16,13.83,6114.0,37.06,12.54,39.24,29.06,1.71,1.27,33.16,24.55
2017/12,(주)엘지,3550,62.55,122.92,13630.0,33.8,18.46,16.87,10.76,1.88,1.2,34.92,22.27
2018/12,(주)엘지,3550,-10.16,-22.21,10603.0,25.72,16.44,30.71,19.54,1.94,1.24,45.58,29.0
2019/12,(주)엘지,3550,-47.85,-42.06,6143.0,17.95,15.57,24.06,20.06,1.57,1.31,23.63,19.7
2020/12,(주)엘지,3550,66.22,35.72,8338.0,16.4,25.67,12.91,5.89,1.75,0.8,28.77,13.13
2021/12,(주)엘지,3550,0.0,0.0,15504.0,17.0,35.87,16.97,10.3,2.34,1.42,30.32,18.41
2022/12,(주)엘지,3550,-21.09,-22.84,12422.0,12.96,27.02,18.72,15.13,1.53,1.23,17.24,13.94
2007/12,(주)엘지생활건강,51900,0.0,0.0,4791.0,208.65,6.88,50.65,22.29,11.92,5.25,42.96,18.91
2008/12,(주)엘지생활건강,51900,55.48,49.21,7109.0,139.18,9.28,34.83,20.13,9.59,5.55,40.09,23.17
2009/12,(주)엘지생활건강,51900,24.89,28.53,9139.0,98.47,10.29,42.57,20.06,10.24,4.83,33.12,15.61
2010/12,(주)엘지생활건강,51900,52.02,50.36,13743.0,130.26,12.27,53.0,31.49,12.55,7.46,40.37,23.99
2011/12,(주)엘지생활건강,51900,15.55,14.79,15786.0,123.36,11.61,57.0,32.08,15.34,8.63,54.08,30.44
2012/12,(주)엘지생활건강,51900,11.17,14.81,18126.0,117.38,11.43,57.04,37.99,14.1,9.39,75.92,50.56
2013/12,(주)엘지생활건강,51900,11.42,17.56,21311.0,132.83,11.47,69.79,47.86,13.12,9.0,82.93,56.88
2014/12,(주)엘지생활건강,51900,2.95,-2.2,20842.0,124.08,10.93,46.48,29.92,10.38,6.68,35.0,22.53
2015/12,(주)엘지생활건강,51900,33.86,31.74,27467.0,99.24,12.84,61.73,34.4,14.26,7.94,48.46,27.0
2016/12,(주)엘지생활건강,51900,28.77,23.43,33905.0,71.78,14.46,41.72,25.75,12.68,7.83,40.18,24.8
2017/12,(주)엘지생활건강,51900,5.61,6.76,36199.0,55.0,14.84,38.37,23.02,10.79,6.47,34.2,20.52
2018/12,(주)엘지생활건강,51900,11.71,12.54,40740.0,46.8,15.4,43.78,29.54,10.37,6.99,40.68,27.45
2019/12,(주)엘지생활건강,51900,13.2,13.97,46431.0,53.26,15.31,41.7,30.29,8.76,6.36,33.11,24.05
2020/12,(주)엘지생활건강,51900,3.78,2.51,47596.0,40.26,15.56,47.24,29.94,9.41,5.96,40.1,25.41
2021/12,(주)엘지생활건강,51900,0.0,0.0,50395.0,37.42,15.94,52.05,30.75,9.13,5.39,46.29,27.35
2022/12,(주)엘지생활건강,51900,-44.86,-71.99,14112.0,33.54,9.9,256.73,115.01,5.63,2.52,52.23,23.4
2020/12,(주)엘지에너지솔루션,373220,,,,,,,,,,,
2021/12,(주)엘지에너지솔루션,373220,0.0,0.0,3963.0,171.83,4.3,0.0,0.0,0.0,0.0,0.0,0.0
2022/12,(주)엘지에너지솔루션,373220,57.94,-3.19,3306.0,85.98,4.74,0.0,0.0,8.96,5.01,0.0,0.0
2007/12,(주)엘지유플러스,32640,0.0,0.0,993.0,104.65,7.06,0.0,0.0,0.0,0.0,0.0,0.0
2008/12,(주)엘지유플러스,32640,17.01,3.0,1023.0,96.15,7.9,10.81,7.35,1.62,1.1,4.04,2.75
2009/12,(주)엘지유플러스,32640,0.0,0.0,1057.0,104.62,7.18,9.91,6.89,1.56,1.08,4.96,3.44
2010/12,(주)엘지유플러스,32640,83.98,94.52,1318.0,115.91,7.71,8.67,6.34,1.49,1.09,3.87,2.83
2011/12,(주)엘지유플러스,32640,-56.4,-85.15,196.0,186.28,3.11,50.68,25.79,1.56,0.79,13.71,6.97
2012/12,(주)엘지유플러스,32640,-55.63,0.0,-136.0,195.82,1.16,0.0,0.0,1.51,0.92,2.34,1.44
2013/12,(주)엘지유플러스,32640,327.69,0.0,640.0,192.72,4.73,21.87,11.83,2.25,1.22,3.43,1.86
2014/12,(주)엘지유플러스,32640,6.31,-18.35,523.0,187.53,5.24,23.26,15.82,1.88,1.28,2.76,1.88
2015/12,(주)엘지유플러스,32640,9.72,54.01,805.0,168.66,5.86,15.39,10.69,1.66,1.15,3.14,2.18
2016/12,(주)엘지유플러스,32640,18.05,40.21,1129.0,148.41,6.52,11.07,7.73,1.57,1.1,2.49,1.74
2017/12,(주)엘지유플러스,32640,10.69,11.05,1253.0,128.08,6.73,13.7,8.53,1.88,1.17,3.43,2.13
2018/12,(주)엘지유플러스,32640,-11.54,-11.99,1103.0,103.4,6.03,16.76,10.71,1.59,1.02,3.86,2.47
2019/12,(주)엘지유플러스,32640,-6.12,-8.88,0.0,144.11,5.54,18.32,11.76,1.46,0.94,3.62,2.33
2020/12,(주)엘지유플러스,32640,29.13,6.36,0.0,139.83,6.6,14.13,8.89,1.01,0.63,2.72,1.71
2021/12,(주)엘지유플러스,32640,0.0,0.0,1642.0,143.39,7.07,10.41,7.43,1.21,0.86,2.11,1.51
2022/12,(주)엘지유플러스,32640,10.44,-6.92,1543.0,134.03,7.78,9.77,6.76,1.05,0.72,1.94,1.35
2007/12,(주)엘지헬로비전,37560,,,,,,,,,,,
2008/12,(주)엘지헬로비전,37560,,,,,,,,,,,
2009/12,(주)엘지헬로비전,37560,,,,,,,,,,,
2010/12,(주)엘지헬로비전,37560,0.0,0.0,2102.0,207.59,20.09,0.0,0.0,0.0,0.0,0.0,0.0
2011/12,(주)엘지헬로비전,37560,46.62,33.97,2582.0,124.1,22.55,0.0,0.0,0.0,0.0,0.0,0.0
2012/12,(주)엘지헬로비전,37560,0.0,0.0,0.0,114.69,16.76,16.44,12.43,1.78,1.34,7.39,5.59
2013/12,(주)엘지헬로비전,37560,-22.46,-26.17,994.0,135.21,9.98,25.81,17.45,1.92,1.3,13.57,9.17
2014/12,(주)엘지헬로비전,37560,-11.81,-66.62,332.0,140.21,8.04,56.19,26.01,2.14,0.99,5.16,2.39
2015/12,(주)엘지헬로비전,37560,14.93,112.77,772.0,110.29,8.88,19.08,11.19,1.58,0.93,3.09,1.81
2016/12,(주)엘지헬로비전,37560,-59.1,-63.95,278.0,90.37,3.9,51.3,28.22,1.42,0.78,4.0,2.2
2017/12,(주)엘지헬로비전,37560,69.7,34.26,373.0,89.25,6.51,28.96,17.7,1.04,0.63,2.97,1.82
2018/12,(주)엘지헬로비전,37560,0.0,0.0,512.0,82.69,5.77,22.37,13.27,1.05,0.62,3.42,2.03
2019/12,(주)엘지헬로비전,37560,-56.99,-337.41,-1217.0,88.23,2.63,0.0,0.0,1.17,0.47,3.95,1.58
2020/12,(주)엘지헬로비전,37560,16.75,0.0,-4039.0,133.36,3.23,0.0,0.0,0.86,0.34,2.16,0.86
2021/12,(주)엘지헬로비전,37560,0.0,0.0,348.0,128.1,4.12,28.28,10.78,1.32,0.5,11.42,4.36
2022/12,(주)엘지헬로비전,37560,20.92,0.0,-336.0,128.29,4.61,0.0,0.0,1.05,0.56,3.37,1.79
2007/12,(주)엘지화학,51910,0.0,0.0,9297.0,111.45,8.78,16.87,5.08,2.97,0.89,11.59,3.49
2008/12,(주)엘지화학,51910,11.28,45.59,12022.0,92.68,9.08,9.58,4.49,1.99,0.93,9.91,4.64
2009/12,(주)엘지화학,51910,58.79,50.47,19846.0,77.68,13.52,13.64,3.86,3.55,1.0,10.2,2.89
2010/12,(주)엘지화학,51910,34.49,43.07,29345.0,61.57,14.49,15.28,7.35,4.32,2.08,12.32,5.92
2011/12,(주)엘지화학,51910,0.5,-0.94,29069.0,57.46,12.5,21.24,10.06,4.98,2.36,19.56,9.26
2012/12,(주)엘지화학,51910,-32.63,-30.1,20318.0,54.02,8.21,22.27,13.42,3.3,1.99,20.39,12.29
2013/12,(주)엘지화학,51910,-8.76,-15.29,17211.0,48.79,7.53,21.71,14.47,2.41,1.61,12.33,8.22
2014/12,(주)엘지화학,51910,-24.8,-31.44,11798.0,47.79,5.81,27.19,15.48,2.04,1.16,11.77,6.7
2015/12,(주)엘지화학,51910,39.12,32.84,15674.0,41.78,9.02,21.09,10.01,2.15,1.02,9.22,4.38
2016/12,(주)엘지화학,51910,9.23,11.11,17417.0,45.81,9.64,18.45,11.54,2.0,1.25,11.37,7.11
2017/12,(주)엘지화학,51910,47.02,51.84,25367.0,53.26,11.4,20.77,12.07,2.32,1.35,11.66,6.77
2018/12,(주)엘지화학,51910,-23.3,-24.3,19217.0,67.09,7.97,22.16,14.95,2.28,1.54,17.3,11.68
2019/12,(주)엘지화학,51910,-60.12,-78.72,4085.0,95.73,3.13,85.57,61.29,2.04,1.46,16.11,11.54
2020/12,(주)엘지화학,51910,100.77,63.59,6666.0,120.27,5.98,0.0,0.0,4.42,1.18,12.9,3.44
2021/12,(주)엘지화학,51910,0.0,0.0,47108.0,120.32,11.78,32.69,19.02,4.88,2.84,20.34,11.83
2022/12,(주)엘지화학,51910,-40.39,-49.71,23670.0,81.35,5.78,20.15,11.38,3.16,1.78,43.67,24.65
2007/12,(주)엠씨넥스,97520,,,,,,,,,,,
2008/12,(주)엠씨넥스,97520,,,,,,,,,,,
2009/12,(주)엠씨넥스,97520,,,,,,,,,,,
2010/12,(주)엠씨넥스,97520,0.0,0.0,1780.0,373.11,6.23,0.0,0.0,0.0,0.0,0.0,0.0
2011/12,(주)엠씨넥스,97520,78.08,96.26,3000.0,233.31,7.48,0.0,0.0,0.0,0.0,0.0,0.0
2012/12,(주)엠씨넥스,97520,-61.43,-79.52,444.0,172.02,3.65,0.0,0.0,0.0,0.0,0.0,0.0
2013/12,(주)엠씨넥스,97520,95.26,237.06,1372.0,237.41,4.08,0.0,0.0,0.0,0.0,0.0,0.0
2014/12,(주)엠씨넥스,97520,86.35,70.67,2315.0,275.49,5.51,0.0,0.0,0.0,0.0,0.0,0.0
2015/12,(주)엠씨넥스,97520,16.35,18.46,1833.0,199.49,5.23,0.0,0.0,0.0,0.0,0.0,0.0
2016/12,(주)엠씨넥스,97520,0.0,0.0,-2824.0,363.32,-5.79,0.0,0.0,0.0,0.0,0.0,0.0
2017/12,(주)엠씨넥스,97520,0.0,0.0,0.0,295.64,2.94,0.0,0.0,0.0,0.0,0.0,0.0
2018/12,(주)엠씨넥스,97520,109.1,0.0,2161.0,201.49,5.9,0.0,0.0,0.0,0.0,0.0,0.0
2019/12,(주)엠씨넥스,97520,175.02,183.41,5151.0,112.22,8.92,0.0,0.0,0.0,0.0,0.0,0.0
2020/12,(주)엠씨넥스,97520,-47.67,-54.51,2180.0,79.25,4.51,0.0,0.0,0.0,0.0,0.0,0.0
2021/12,(주)엠씨넥스,97520,-59.64,2.76,2229.0,75.78,2.37,38.79,24.57,3.31,2.1,15.52,9.83
2022/12,(주)엠씨넥스,97520,-55.18,-41.85,1293.0,74.36,0.97,52.43,23.29,3.32,1.47,20.73,9.21
2009/12,(주)영원무역,111770,,,,,,,,,,,
2010/12,(주)영원무역,111770,0.0,0.0,1782.0,47.49,13.15,11.31,7.43,1.13,0.74,32.15,21.12
2011/12,(주)영원무역,111770,74.68,61.04,2869.0,46.41,18.72,24.6,7.5,2.82,0.86,17.84,5.44
2012/12,(주)영원무역,111770,0.25,1.4,2909.0,46.72,17.54,30.21,16.53,2.99,1.64,19.99,10.94
2013/12,(주)영원무역,111770,-13.46,-6.93,2513.0,34.4,14.51,43.82,27.83,3.1,1.97,35.64,22.64
2014/12,(주)영원무역,111770,15.37,15.95,2891.0,37.72,14.88,72.47,34.98,4.51,2.18,35.99,17.37
2015/12,(주)영원무역,111770,6.1,1.38,2931.0,63.02,12.42,57.75,32.87,4.03,2.29,25.57,14.56
2016/12,(주)영원무역,111770,-8.83,-15.33,2489.0,73.48,8.97,37.55,17.53,2.98,1.39,22.13,10.33
2017/12,(주)영원무역,111770,0.95,-1.18,2477.0,69.67,9.02,36.55,25.04,1.88,1.29,17.5,11.99
2018/12,(주)영원무역,111770,10.98,4.02,2577.0,58.67,9.57,43.71,27.98,1.66,1.06,24.86,15.91
2019/12,(주)영원무역,111770,18.17,47.08,3791.0,57.67,9.95,28.22,20.2,1.48,1.06,31.51,22.55
2020/12,(주)영원무역,111770,9.31,-11.2,3366.0,52.37,10.53,26.54,12.06,1.28,0.58,10.67,4.85
2021/12,(주)영원무역,111770,70.4,101.86,6795.0,45.74,15.85,16.22,10.08,1.68,1.04,21.93,13.63
2022/12,(주)영원무역,111770,85.99,126.3,15377.0,44.93,21.04,11.5,7.95,1.55,1.07,99.73,68.96
2007/12,(주)영원무역홀딩스,9970,0.0,0.0,1108.0,70.5,14.33,14.06,5.34,2.18,0.83,17.83,6.78
2008/12,(주)영원무역홀딩스,9970,32.73,107.67,2325.0,72.84,15.17,5.73,1.82,1.36,0.43,9.52,3.02
2009/12,(주)영원무역홀딩스,9970,32.36,-17.03,3211.0,53.04,16.21,13.99,2.42,4.56,0.79,0.0,0.0
2010/12,(주)영원무역홀딩스,9970,18.66,-8.37,6714.0,44.51,18.21,27.69,15.02,1.98,1.08,26.65,14.46
2011/12,(주)영원무역홀딩스,9970,38.26,41.42,9495.0,46.68,20.84,22.98,10.15,2.82,1.25,23.29,10.29
2012/12,(주)영원무역홀딩스,9970,-19.55,-18.65,7465.0,45.61,16.26,52.96,34.35,2.5,1.62,44.54,28.89
2013/12,(주)영원무역홀딩스,9970,-6.65,-6.68,6706.0,34.38,14.38,77.62,55.54,2.96,2.12,70.21,50.23
2014/12,(주)영원무역홀딩스,9970,6.82,10.45,7407.0,32.41,14.29,85.16,45.02,4.29,2.27,75.75,40.05
2015/12,(주)영원무역홀딩스,9970,-1.75,-1.48,7297.0,53.4,12.28,108.92,55.53,3.72,1.9,160.24,81.69
2016/12,(주)영원무역홀딩스,9970,-12.94,-18.28,5963.0,61.67,8.6,88.4,63.43,2.44,1.75,73.76,52.92
2017/12,(주)영원무역홀딩스,9970,4.63,3.46,6169.0,57.42,8.82,79.16,63.5,1.95,1.56,79.52,63.8
2018/12,(주)영원무역홀딩스,9970,21.21,20.47,7432.0,49.63,10.12,71.48,52.0,1.89,1.38,64.65,47.03
2019/12,(주)영원무역홀딩스,9970,17.3,40.23,10421.0,47.12,10.92,62.66,42.7,1.7,1.16,44.56,30.36
2020/12,(주)영원무역홀딩스,9970,13.97,-13.3,9036.0,42.62,11.95,43.58,23.61,1.26,0.68,31.9,17.28
2021/12,(주)영원무역홀딩스,9970,67.42,110.55,19026.0,37.1,17.61,31.73,20.95,1.44,0.95,82.99,54.8
2022/12,(주)영원무역홀딩스,9970,75.67,99.66,37988.0,37.71,22.1,16.54,11.27,1.59,1.08,16.81,11.46
2007/12,(주)영풍,670,0.0,0.0,112037.0,78.21,3.45,8.93,2.39,1.73,0.46,8.59,2.3
2008/12,(주)영풍,670,16.61,-14.28,96041.0,67.93,4.1,8.96,2.44,1.36,0.37,15.56,4.23
2009/12,(주)영풍,670,6.04,1.86,99864.0,59.89,4.33,8.45,4.64,1.13,0.62,52.1,28.58
2010/12,(주)영풍,670,12.98,57.39,131585.0,34.3,6.99,27.11,13.54,1.18,0.59,18.13,9.06
2011/12,(주)영풍,670,-5.87,2.49,134856.0,36.72,5.63,43.76,23.41,1.68,0.9,25.32,13.55
2012/12,(주)영풍,670,77.09,19.59,161280.0,32.79,8.66,24.68,13.85,1.71,0.96,23.68,13.29
2013/12,(주)영풍,670,13.06,-22.43,125105.0,39.87,4.81,44.82,24.52,2.06,1.13,36.01,19.7
2014/12,(주)영풍,670,0.0,-40.48,74468.0,33.76,-1.05,81.62,56.51,1.73,1.2,30.59,21.18
2015/12,(주)영풍,670,0.0,0.65,74949.0,32.78,-0.21,51.39,33.46,1.84,1.2,29.03,18.9
2016/12,(주)영풍,670,0.0,25.93,94384.0,31.59,-0.16,27.07,19.65,1.31,0.95,36.2,26.28
2017/12,(주)영풍,670,0.0,50.66,142197.0,38.46,4.28,41.12,27.05,1.43,0.94,140.77,92.62
2018/12,(주)영풍,670,-168.32,-54.73,64368.0,34.62,-3.67,58.15,31.95,1.22,0.67,20.33,11.17
2019/12,(주)영풍,670,0.0,110.46,135469.0,30.67,2.74,21.08,13.26,0.89,0.56,11.88,7.48
2020/12,(주)영풍,670,-44.69,-43.08,77108.0,34.72,1.47,27.19,15.16,0.69,0.39,6.37,3.55
2021/12,(주)영풍,670,0.0,-6.38,72187.0,41.48,-0.75,0.0,0.0,0.79,0.51,0.0,0.0
2022/12,(주)영풍,670,0.0,195.7,213453.0,33.35,1.55,0.0,0.0,0.95,0.52,20.59,11.37
2007/12,(주)영흥,12160,0.0,0.0,3321.0,26.09,7.78,0.0,0.0,0.0,0.0,0.0,0.0
2008/12,(주)영흥,12160,33.08,71.12,5682.0,27.46,7.29,0.0,0.0,0.0,0.0,0.0,0.0
2009/12,(주)영흥,12160,-15.97,-52.24,1357.0,19.02,7.24,0.0,0.0,0.0,0.0,0.0,0.0
2010/12,(주)영흥,12160,0.0,0.0,115.0,23.97,5.61,15.75,6.67,0.59,0.25,0.0,0.0
2011/12,(주)영흥,12160,128.83,104.15,220.0,47.38,8.68,122.86,10.86,4.6,0.41,333.72,29.49
2012/12,(주)영흥,12160,-76.13,-60.97,87.0,51.32,1.85,81.48,30.51,1.05,0.39,25.48,9.54
2013/12,(주)영흥,12160,171.99,45.33,129.0,82.28,4.19,39.58,23.99,1.05,0.64,21.36,12.94
2014/12,(주)영흥,12160,-69.3,-70.44,46.0,98.59,1.44,90.19,49.56,1.53,0.84,164.37,90.32
